zip,city,state,county,population
40037,Loretto,KY,Marion County,2640
40040,Mackville,KY,Washington County,510
40041,Masonic Home,KY,Jefferson County,400
40045,Milton,KY,Trimble County,2680
40046,Mount Eden,KY,Spencer County,1710
40047,Mount Washington,KY,Bullitt County,23050
40050,New Castle,KY,Henry County,1310
40051,New Haven,KY,Nelson County,3850
40052,New Hope,KY,Nelson County,540
40055,Pendleton,KY,Henry County,1900
40056,Pewee Valley,KY,Oldham County,3310
40057,Pleasureville,KY,Henry County,3010
40059,Prospect,KY,Jefferson County,20460
40060,Raywick,KY,Marion County,970
40062,Saint Francis,KY,Marion County,230
40065,Shelbyville,KY,Shelby County,29170
40067,Simpsonville,KY,Shelby County,5310
40068,Smithfield,KY,Henry County,2600
40069,Springfield,KY,Washington County,7770
40070,Sulphur,KY,Henry County,520
40071,Taylorsville,KY,Spencer County,15720
40075,Turners Station,KY,Henry County,1100
40076,Waddy,KY,Shelby County,2420
40077,Westport,KY,Oldham County,520
40078,Willisburg,KY,Washington County,2030
40104,Battletown,KY,Meade County,1000
40107,Boston,KY,Nelson County,1940
40108,Brandenburg,KY,Meade County,11230
40109,Brooks,KY,Bullitt County,2250
40111,Cloverport,KY,Breckinridge County,1150
40115,Custer,KY,Breckinridge County,580
40117,Ekron,KY,Meade County,2610
40118,Fairdale,KY,Jefferson County,8060
40119,Falls Of Rough,KY,Grayson County,1710
40121,Fort Knox,KY,Hardin County,6450
40122,Fort Knox,KY,Hardin County,0
40140,Garfield,KY,Breckinridge County,740
40142,Guston,KY,Meade County,1990
40143,Hardinsburg,KY,Breckinridge County,4870
40144,Harned,KY,Breckinridge County,1620
40145,Hudson,KY,Breckinridge County,830
40146,Irvington,KY,Breckinridge County,3260
40150,Lebanon Junction,KY,Bullitt County,3710
40152,Mc Daniels,KY,Breckinridge County,740
40155,Muldraugh,KY,Meade County,680
40157,Payneville,KY,Meade County,890
40160,Radcliff,KY,Hardin County,19640
40161,Rhodelia,KY,Meade County,137
40162,Rineyville,KY,Hardin County,6060
40165,Shepherdsville,KY,Bullitt County,32700
40170,Stephensport,KY,Breckinridge County,290
40171,Union Star,KY,Breckinridge County,230
40175,Vine Grove,KY,Hardin County,14330
40176,Webster,KY,Breckinridge County,1110
40177,West Point,KY,Hardin County,1320
40178,Westview,KY,Breckinridge County,380
40202,Louisville,KY,Jefferson County,3170
40203,Louisville,KY,Jefferson County,9860
40204,Louisville,KY,Jefferson County,10310
40205,Louisville,KY,Jefferson County,19810
40206,Louisville,KY,Jefferson County,15230
40207,Louisville,KY,Jefferson County,26720
40208,Louisville,KY,Jefferson County,7500
40209,Louisville,KY,Jefferson County,320
40210,Louisville,KY,Jefferson County,9460
40211,Louisville,KY,Jefferson County,14770
40212,Louisville,KY,Jefferson County,10970
40213,Louisville,KY,Jefferson County,13000
40214,Louisville,KY,Jefferson County,36470
40215,Louisville,KY,Jefferson County,15910
40216,Louisville,KY,Jefferson County,35720
40217,Louisville,KY,Jefferson County,9140
40218,Louisville,KY,Jefferson County,25360
40219,Louisville,KY,Jefferson County,33120
40220,Louisville,KY,Jefferson County,28490
40222,Louisville,KY,Jefferson County,19650
40223,Louisville,KY,Jefferson County,22140
40228,Louisville,KY,Jefferson County,17550
40229,Louisville,KY,Jefferson County,35040
40241,Louisville,KY,Jefferson County,28830
40242,Louisville,KY,Jefferson County,9320
40243,Louisville,KY,Jefferson County,10570
40245,Louisville,KY,Jefferson County,37650
40258,Louisville,KY,Jefferson County,22710
40272,Louisville,KY,Jefferson County,31750
40291,Louisville,KY,Jefferson County,36780
40293,Louisville,KY,Jefferson County,0
40299,Louisville,KY,Jefferson County,40380
40311,Carlisle,KY,Nicholas County,5780
40312,Clay City,KY,Powell County,4590
40313,Clearfield,KY,Rowan County,1920
40316,Denniston,KY,Menifee County,280
40322,Frenchburg,KY,Menifee County,2520
40324,Georgetown,KY,Scott County,47420
40328,Gravel Switch,KY,Marion County,1080
40330,Harrodsburg,KY,Mercer County,17420
40334,Hope,KY,Bath County,62
40336,Irvine,KY,Estill County,9470
40337,Jeffersonville,KY,Montgomery County,4510
40342,Lawrenceburg,KY,Anderson County,21150
40346,Means,KY,Menifee County,780
40347,Midway,KY,Woodford County,2500
40350,Moorefield,KY,Nicholas County,210
40351,Morehead,KY,Rowan County,15460
40353,Mount Sterling,KY,Montgomery County,18750
40355,New Liberty,KY,Owen County,205
40356,Nicholasville,KY,Jessamine County,40160
40358,Olympia,KY,Bath County,630
40359,Owenton,KY,Owen County,6080
40360,Owingsville,KY,Bath County,6180
40361,Paris,KY,Bourbon County,14890
40370,Sadieville,KY,Scott County,2760
40371,Salt Lick,KY,Bath County,2140
40372,Salvisa,KY,Mercer County,2130
40374,Sharpsburg,KY,Bath County,1750
40376,Slade,KY,Powell County,86
40379,Stamping Ground,KY,Scott County,3600
40380,Stanton,KY,Powell County,5300
40383,Versailles,KY,Woodford County,22670
40385,Waco,KY,Madison County,2720
40387,Wellington,KY,Menifee County,1500
40390,Wilmore,KY,Jessamine County,5660
40391,Winchester,KY,Clark County,30340
40402,Annville,KY,Jackson County,2420
40403,Berea,KY,Madison County,22380
40409,Brodhead,KY,Rockcastle County,2990
40419,Crab Orchard,KY,Lincoln County,3630
40422,Danville,KY,Boyle County,19230
40437,Hustonville,KY,Lincoln County,3520
40440,Junction City,KY,Boyle County,1930
40442,Kings Mountain,KY,Lincoln County,900
40444,Lancaster,KY,Garrard County,12390
40445,Livingston,KY,Rockcastle County,570
40447,Mc Kee,KY,Jackson County,5320
40456,Mount Vernon,KY,Rockcastle County,7020
40460,Orlando,KY,Rockcastle County,680
40461,Paint Lick,KY,Garrard County,2320
40464,Parksville,KY,Boyle County,800
40468,Perryville,KY,Boyle County,1660
40472,Ravenna,KY,Estill County,1120
40475,Richmond,KY,Madison County,51170
40481,Sandgap,KY,Jackson County,380
40484,Stanford,KY,Lincoln County,10090
40486,Tyner,KY,Jackson County,1770
40489,Waynesburg,KY,Lincoln County,3220
40502,Lexington,KY,Fayette County,21590
40503,Lexington,KY,Fayette County,22600
40504,Lexington,KY,Fayette County,17720
40505,Lexington,KY,Fayette County,19850
40507,Lexington,KY,Fayette County,1230
40508,Lexington,KY,Fayette County,10600
40509,Lexington,KY,Fayette County,39660
40510,Lexington,KY,Fayette County,820
40511,Lexington,KY,Fayette County,31630
40513,Lexington,KY,Fayette County,10590
40514,Lexington,KY,Fayette County,15150
40515,Lexington,KY,Fayette County,32090
40516,Lexington,KY,Fayette County,2320
40517,Lexington,KY,Fayette County,28670
40601,Frankfort,KY,Franklin County,44370
40701,Corbin,KY,Whitley County,24080
40729,East Bernstadt,KY,Laurel County,4840
40734,Gray,KY,Knox County,2990
40737,Keavy,KY,Laurel County,1140
40740,Lily,KY,Laurel County,2380
40741,London,KY,Laurel County,17850
40744,London,KY,Laurel County,15460
40759,Rockholds,KY,Whitley County,1910
40763,Siler,KY,Whitley County,240
40769,Williamsburg,KY,Whitley County,12540
40771,Woodbine,KY,Knox County,900
40806,Baxter,KY,Harlan County,1590
40808,Big Laurel,KY,Leslie County,175
40810,Bledsoe,KY,Harlan County,760
40813,Calvin,KY,Bell County,440
40815,Cawood,KY,Harlan County,810
40816,Chappell,KY,Leslie County,26
40818,Coalgood,KY,Harlan County,77
40819,Coldiron,KY,Harlan County,520
40820,Cranks,KY,Harlan County,250
40823,Cumberland,KY,Harlan County,2020
40826,Eolia,KY,Letcher County,360
40827,Essie,KY,Leslie County,390
40828,Evarts,KY,Harlan County,2460
40830,Gulston,KY,Harlan County,68
40831,Harlan,KY,Harlan County,3500
40840,Helton,KY,Leslie County,220
40843,Holmes Mill,KY,Harlan County,183
40845,Hulen,KY,Bell County,220
40856,Miracle,KY,Bell County,450
40858,Mozelle,KY,Leslie County,189
40862,Partridge,KY,Letcher County,380
40863,Pathfork,KY,Harlan County,290
40865,Putney,KY,Harlan County,270
40868,Stinnett,KY,Leslie County,490
40870,Totz,KY,Harlan County,290
40873,Wallins Creek,KY,Harlan County,1340
40874,Warbranch,KY,Leslie County,201
40902,Arjay,KY,Bell County,420
40903,Artemus,KY,Knox County,670
40906,Barbourville,KY,Knox County,8040
40913,Beverly,KY,Clay County,123
40914,Big Creek,KY,Clay County,420
40915,Bimble,KY,Knox County,820
40921,Bryants Store,KY,Knox County,198
40923,Cannon,KY,Knox County,640
40927,Closplint,KY,Harlan County,230
40935,Flat Lick,KY,Knox County,1580
40939,Fourmile,KY,Bell County,330
40940,Frakes,KY,Whitley County,370
40943,Girdler,KY,Knox County,550
40946,Green Road,KY,Knox County,92
40949,Heidrick,KY,Knox County,560
40953,Hinkle,KY,Knox County,440
40958,Kettle Island,KY,Bell County,320
40962,Manchester,KY,Clay County,11220
40964,Mary Alice,KY,Harlan County,404
40965,Middlesboro,KY,Bell County,8500
40972,Oneida,KY,Clay County,830
40977,Pineville,KY,Bell County,5410
40979,Roark,KY,Leslie County,253
40982,Scalf,KY,Knox County,271
40983,Sextons Creek,KY,Clay County,193
40988,Stoney Fork,KY,Bell County,310
40995,Trosper,KY,Knox County,185
40997,Walker,KY,Knox County,128
41001,Alexandria,KY,Campbell County,19630
41002,Augusta,KY,Bracken County,1880
41003,Berry,KY,Harrison County,2120
41004,Brooksville,KY,Bracken County,3440
41005,Burlington,KY,Boone County,22240
41006,Butler,KY,Pendleton County,3840
41007,California,KY,Campbell County,3890
41008,Carrollton,KY,Carroll County,6190
41010,Corinth,KY,Grant County,2640
41011,Covington,KY,Kenton County,19510
41014,Covington,KY,Kenton County,5200
41015,Latonia,KY,Kenton County,18070
41016,Covington,KY,Kenton County,4380
41017,Ft Mitchell,KY,Kenton County,37860
41018,Erlanger,KY,Kenton County,25040
41030,Crittenden,KY,Grant County,5780
41031,Cynthiana,KY,Harrison County,14450
41033,De Mossville,KY,Pendleton County,1930
41034,Dover,KY,Mason County,900
41035,Dry Ridge,KY,Grant County,9990
41039,Ewing,KY,Fleming County,2430
41040,Falmouth,KY,Pendleton County,6140
41041,Flemingsburg,KY,Fleming County,6200
41042,Florence,KY,Boone County,46530
41043,Foster,KY,Bracken County,1660
41044,Germantown,KY,Bracken County,940
41045,Ghent,KY,Carroll County,1050
41046,Glencoe,KY,Gallatin County,1660
41048,Hebron,KY,Boone County,16360
41049,Hillsboro,KY,Fleming County,2000
41051,Independence,KY,Kenton County,30620
41052,Jonesville,KY,Grant County,280
41055,Mayslick,KY,Mason County,1490
41056,Maysville,KY,Mason County,11330
41059,Melbourne,KY,Campbell County,2460
41063,Morning View,KY,Kenton County,2800
41064,Mount Olivet,KY,Robertson County,1570
41071,Newport,KY,Campbell County,14350
41073,Bellevue,KY,Campbell County,4580
41074,Dayton,KY,Campbell County,4250
41075,Fort Thomas,KY,Campbell County,15760
41076,Newport,KY,Campbell County,13460
41080,Petersburg,KY,Boone County,1620
41083,Sanders,KY,Carroll County,1060
41086,Sparta,KY,Gallatin County,1900
41091,Union,KY,Boone County,25770
41092,Verona,KY,Boone County,3520
41093,Wallingford,KY,Fleming County,2180
41094,Walton,KY,Boone County,14910
41095,Warsaw,KY,Gallatin County,3130
41097,Williamstown,KY,Grant County,5850
41098,Worthville,KY,Owen County,1310
41101,Ashland,KY,Boyd County,13780
41102,Ashland,KY,Boyd County,15600
41121,Argillite,KY,Greenup County,1320
41124,Blaine,KY,Lawrence County,650
41129,Catlettsburg,KY,Boyd County,7610
41132,Denton,KY,Carter County,320
41135,Emerson,KY,Lewis County,156
41139,Flatwoods,KY,Greenup County,6730
41141,Garrison,KY,Lewis County,1890
41143,Grayson,KY,Carter County,11130
41144,Greenup,KY,Greenup County,7770
41146,Hitchins,KY,Carter County,330
41149,Isonville,KY,Elliott County,370
41159,Martha,KY,Lawrence County,340
41160,Mazie,KY,Lawrence County,23
41164,Olive Hill,KY,Carter County,9380
41166,Quincy,KY,Lewis County,550
41168,Rush,KY,Boyd County,2180
41169,Russell,KY,Greenup County,4760
41171,Sandy Hook,KY,Elliott County,2810
41174,South Portsmouth,KY,Greenup County,800
41175,South Shore,KY,Greenup County,4310
41179,Vanceburg,KY,Lewis County,5550
41180,Webbville,KY,Lawrence County,720
41183,Worthington,KY,Greenup County,1260
41189,Tollesboro,KY,Lewis County,2040
41201,Adams,KY,Lawrence County,136
41203,Beauty,KY,Martin County,290
41204,Boons Camp,KY,Johnson County,320
41214,Debord,KY,Martin County,410
41216,East Point,KY,Floyd County,970
41219,Flatgap,KY,Johnson County,1390
41222,Hagerhill,KY,Johnson County,1760
41224,Inez,KY,Martin County,3010
41226,Keaton,KY,Johnson County,123
41230,Louisa,KY,Lawrence County,9170
41231,Lovely,KY,Martin County,570
41232,Lowmansville,KY,Lawrence County,440
41234,Meally,KY,Johnson County,340
41238,Oil Springs,KY,Johnson County,850
41240,Paintsville,KY,Johnson County,4460
41250,Pilgrim,KY,Martin County,510
41254,River,KY,Johnson County,390
41255,Sitka,KY,Johnson County,730
41256,Staffordsville,KY,Johnson County,1600
41257,Stambaugh,KY,Johnson County,400
41260,Thelma,KY,Johnson County,470
41262,Tomahawk,KY,Martin County,720
41263,Tutor Key,KY,Johnson County,310
41264,Ulysses,KY,Lawrence County,360
41265,Van Lear,KY,Johnson County,1210
41267,Warfield,KY,Martin County,560
41268,West Van Lear,KY,Johnson County,500
41271,Williamsport,KY,Johnson County,210
41274,Wittensville,KY,Johnson County,560
41301,Campton,KY,Wolfe County,4040
41310,Bays,KY,Breathitt County,0
41311,Beattyville,KY,Lee County,3940
41314,Booneville,KY,Owsley County,2970
41317,Clayhole,KY,Breathitt County,260
41332,Hazel Green,KY,Wolfe County,850
41339,Jackson,KY,Breathitt County,6520
41348,Lost Creek,KY,Breathitt County,810
41351,Mistletoe,KY,Owsley County,0
41352,Mize,KY,Morgan County,410
41360,Pine Ridge,KY,Wolfe County,250
41364,Ricetown,KY,Owsley County,107
41365,Rogers,KY,Wolfe County,280
41366,Rousseau,KY,Breathitt County,78
41367,Rowdy,KY,Perry County,185
41385,Vancleve,KY,Breathitt County,430
41386,Vincent,KY,Owsley County,75
41390,Whick,KY,Breathitt County,119
41397,Zoe,KY,Lee County,143
41408,Cannel City,KY,Morgan County,280
41421,Elkfork,KY,Morgan County,280
41425,Ezel,KY,Morgan County,800
41464,Royalton,KY,Magoffin County,310
41465,Salyersville,KY,Magoffin County,7610
41472,West Liberty,KY,Morgan County,6840
41501,Pikeville,KY,Pike County,14110
41503,South Williamson,KY,Pike County,370
41512,Ashcamp,KY,Pike County,480
41513,Belcher,KY,Pike County,270
41514,Belfry,KY,Pike County,2420
41517,Burdine,KY,Letcher County,188
41519,Canada,KY,Pike County,730
41522,Elkhorn City,KY,Pike County,2750
41524,Fedscreek,KY,Pike County,210
41527,Forest Hills,KY,Pike County,430
41528,Freeburn,KY,Pike County,290
41531,Hardy,KY,Pike County,640
41534,Hellier,KY,Pike County,282
41535,Huddy,KY,Pike County,270
41537,Jenkins,KY,Letcher County,2790
41539,Kimper,KY,Pike County,1090
41540,Lick Creek,KY,Pike County,240
41543,Mc Andrews,KY,Pike County,320
41544,Mc Carr,KY,Pike County,510
41547,Majestic,KY,Pike County,236
41548,Mouthcard,KY,Pike County,420
41553,Phelps,KY,Pike County,1300
41554,Phyllis,KY,Pike County,550
41555,Pinsonfork,KY,Pike County,410
41557,Raccoon,KY,Pike County,1200
41558,Ransom,KY,Pike County,430
41559,Regina,KY,Pike County,290
41560,Robinson Creek,KY,Pike County,350
41562,Shelbiana,KY,Pike County,1530
41563,Shelby Gap,KY,Pike County,200
41564,Sidney,KY,Pike County,600
41566,Steele,KY,Pike County,260
41567,Stone,KY,Pike County,210
41568,Stopover,KY,Pike County,420
41571,Varney,KY,Pike County,300
41572,Virgie,KY,Pike County,2440
41601,Allen,KY,Floyd County,790
41602,Auxier,KY,Floyd County,610
41603,Banner,KY,Floyd County,1080
41604,Beaver,KY,Floyd County,290
41605,Betsy Layne,KY,Floyd County,630
41606,Bevinsville,KY,Floyd County,260
41607,Blue River,KY,Floyd County,250
41612,Bypro,KY,Floyd County,85
41615,Dana,KY,Floyd County,490
41616,David,KY,Floyd County,360
41619,Drift,KY,Floyd County,288
41621,Dwale,KY,Floyd County,193
41622,Eastern,KY,Floyd County,260
41630,Garrett,KY,Floyd County,670
41631,Grethel,KY,Floyd County,540
41632,Gunlock,KY,Magoffin County,280
41635,Harold,KY,Floyd County,1860
41636,Hi Hat,KY,Floyd County,450
41640,Hueysville,KY,Floyd County,740
41642,Ivel,KY,Floyd County,420
41643,Lackey,KY,Knott County,138
41645,Langley,KY,Floyd County,820
41647,Mc Dowell,KY,Floyd County,930
41649,Martin,KY,Floyd County,1580
41650,Melvin,KY,Floyd County,500
41651,Minnie,KY,Floyd County,267
41653,Prestonsburg,KY,Floyd County,7830
41655,Printer,KY,Floyd County,500
41659,Stanville,KY,Floyd County,460
41660,Teaberry,KY,Floyd County,460
41663,Tram,KY,Floyd County,222
41666,Wayland,KY,Floyd County,490
41667,Weeksbury,KY,Floyd County,250
41669,Wheelwright,KY,Floyd County,400
41701,Hazard,KY,Perry County,9060
41712,Ary,KY,Perry County,210
41714,Bear Branch,KY,Leslie County,320
41719,Bonnyman,KY,Perry County,970
41721,Buckhorn,KY,Perry County,420
41722,Bulan,KY,Perry County,1150
41723,Busy,KY,Perry County,770
41727,Chavies,KY,Perry County,860
41729,Combs,KY,Perry County,561
41731,Cornettsville,KY,Perry County,700
41735,Delphia,KY,Perry County,186
41740,Emmalena,KY,Knott County,610
41745,Gays Creek,KY,Perry County,212
41746,Happy,KY,Perry County,420
41749,Hyden,KY,Leslie County,2440
41751,Jeff,KY,Perry County,260
41754,Krypton,KY,Perry County,290
41759,Sassafras,KY,Knott County,320
41760,Scuddy,KY,Perry County,0
41762,Sizerock,KY,Leslie County,115
41763,Slemp,KY,Perry County,300
41764,Smilax,KY,Leslie County,310
41766,Thousandsticks,KY,Leslie County,150
41772,Vest,KY,Knott County,210
41773,Vicco,KY,Perry County,900
41774,Viper,KY,Perry County,1690
41775,Wendover,KY,Leslie County,56
41776,Wooton,KY,Leslie County,1120
41777,Yeaddiss,KY,Leslie County,390
41804,Blackey,KY,Letcher County,490
41812,Deane,KY,Letcher County,262
41815,Ermine,KY,Letcher County,520
41817,Garner,KY,Knott County,290
41819,Gordon,KY,Letcher County,250
41821,Hallie,KY,Letcher County,260
41822,Hindman,KY,Knott County,1970
41824,Isom,KY,Letcher County,670
41825,Jackhorn,KY,Letcher County,290
41826,Jeremiah,KY,Letcher County,530
41828,Kite,KY,Knott County,440
41831,Leburn,KY,Knott County,670
41832,Letcher,KY,Letcher County,290
41833,Linefork,KY,Letcher County,220
41834,Littcarr,KY,Knott County,320
41835,Mc Roberts,KY,Letcher County,440
41836,Mallie,KY,Knott County,540
41837,Mayking,KY,Letcher County,710
41838,Millstone,KY,Letcher County,300
41839,Mousie,KY,Knott County,430
41840,Neon,KY,Letcher County,730
41843,Pine Top,KY,Knott County,450
41844,Pippa Passes,KY,Knott County,550
41845,Premium,KY,Letcher County,190
41847,Redfox,KY,Knott County,310
41848,Roxana,KY,Letcher County,156
41855,Thornton,KY,Letcher County,360
41858,Whitesburg,KY,Letcher County,4680
41859,Dema,KY,Knott County,164
41861,Raven,KY,Knott County,125
41862,Topmost,KY,Knott County,490
42001,Paducah,KY,McCracken County,25960
42003,Paducah,KY,McCracken County,22390
42020,Almo,KY,Calloway County,2160
42021,Arlington,KY,Carlisle County,1140
42023,Bardwell,KY,Carlisle County,1950
42024,Barlow,KY,Ballard County,1070
42025,Benton,KY,Marshall County,16740
42027,Boaz,KY,Graves County,1900
42028,Burna,KY,Livingston County,520
42029,Calvert City,KY,Marshall County,5430
42031,Clinton,KY,Hickman County,2380
42032,Columbus,KY,Hickman County,127
42035,Cunningham,KY,Carlisle County,900
42036,Dexter,KY,Calloway County,1020
42038,Eddyville,KY,Lyon County,3970
42039,Fancy Farm,KY,Graves County,1420
42040,Farmington,KY,Graves County,960
42041,Fulton,KY,Fulton County,3100
42044,Gilbertsville,KY,Marshall County,2750
42045,Grand Rivers,KY,Livingston County,1800
42047,Hampton,KY,Livingston County,168
42048,Hardin,KY,Marshall County,1800
42049,Hazel,KY,Calloway County,1240
42050,Hickman,KY,Fulton County,1880
42051,Hickory,KY,Graves County,2670
42053,Kevil,KY,McCracken County,4320
42054,Kirksey,KY,Calloway County,890
42055,Kuttawa,KY,Lyon County,2020
42056,La Center,KY,Ballard County,1540
42058,Ledbetter,KY,Livingston County,1940
42064,Marion,KY,Crittenden County,6390
42066,Mayfield,KY,Graves County,18320
42069,Melber,KY,Graves County,920
42071,Murray,KY,Calloway County,22130
42076,New Concord,KY,Calloway County,770
42078,Salem,KY,Livingston County,1300
42079,Sedalia,KY,Graves County,1130
42081,Smithland,KY,Livingston County,1640
42082,Symsonia,KY,Graves County,1630
42083,Tiline,KY,Livingston County,260
42085,Water Valley,KY,Graves County,690
42086,West Paducah,KY,McCracken County,3770
42087,Wickliffe,KY,Ballard County,1900
42088,Wingo,KY,Graves County,2240
42101,Bowling Green,KY,Warren County,47460
42103,Bowling Green,KY,Warren County,20040
42104,Bowling Green,KY,Warren County,34750
42120,Adolphus,KY,Allen County,1940
42122,Alvaton,KY,Warren County,5520
42123,Austin,KY,Barren County,760
42124,Beaumont,KY,Metcalfe County,48
42127,Cave City,KY,Barren County,4950
42129,Edmonton,KY,Metcalfe County,5500
42130,Eighty Eight,KY,Barren County,137
42131,Etoile,KY,Barren County,111
42133,Fountain Run,KY,Monroe County,1170
42134,Franklin,KY,Simpson County,15470
42140,Gamaliel,KY,Monroe County,950
42141,Glasgow,KY,Barren County,26410
42151,Hestand,KY,Monroe County,153
42153,Holland,KY,Allen County,72
42154,Knob Lick,KY,Metcalfe County,590
42156,Lucas,KY,Barren County,320
42157,Mount Hermon,KY,Monroe County,370
42159,Oakland,KY,Warren County,1140
42160,Park City,KY,Barren County,1740
42163,Rocky Hill,KY,Edmonson County,116
42164,Scottsville,KY,Allen County,14130
42166,Summer Shade,KY,Metcalfe County,1950
42167,Tompkinsville,KY,Monroe County,6240
42170,Woodburn,KY,Warren County,1480
42171,Smiths Grove,KY,Warren County,6730
42202,Adairville,KY,Logan County,1960
42204,Allensville,KY,Todd County,540
42206,Auburn,KY,Logan County,5180
42207,Bee Spring,KY,Edmonson County,940
42210,Brownsville,KY,Edmonson County,3510
42211,Cadiz,KY,Trigg County,11320
42214,Center,KY,Metcalfe County,610
42215,Cerulean,KY,Christian County,1250
42217,Crofton,KY,Christian County,3170
42220,Elkton,KY,Todd County,5810
42223,Fort Campbell,KY,Christian County,9080
42232,Gracey,KY,Christian County,790
42234,Guthrie,KY,Todd County,1720
42236,Herndon,KY,Christian County,890
42240,Hopkinsville,KY,Christian County,33840
42252,Jetson,KY,Butler County,38
42254,La Fayette,KY,Christian County,250
42256,Lewisburg,KY,Logan County,4150
42259,Mammoth Cave,KY,Edmonson County,790
42261,Morgantown,KY,Butler County,8510
42262,Oak Grove,KY,Christian County,6580
42265,Olmstead,KY,Logan County,790
42266,Pembroke,KY,Christian County,2420
42273,Rochester,KY,Butler County,350
42274,Rockfield,KY,Warren County,2120
42275,Roundhill,KY,Butler County,800
42276,Russellville,KY,Logan County,12630
42280,Sharon Grove,KY,Todd County,540
42285,Sweeden,KY,Edmonson County,350
42286,Trenton,KY,Todd County,1370
42301,Owensboro,KY,Daviess County,37730
42303,Owensboro,KY,Daviess County,34750
42320,Beaver Dam,KY,Ohio County,6670
42321,Beech Creek,KY,Muhlenberg County,390
42323,Beechmont,KY,Muhlenberg County,830
42324,Belton,KY,Muhlenberg County,950
42325,Bremen,KY,Muhlenberg County,1530
42326,Browder,KY,Muhlenberg County,280
42327,Calhoun,KY,McLean County,3440
42328,Centertown,KY,Ohio County,1120
42330,Central City,KY,Muhlenberg County,6830
42333,Cromwell,KY,Ohio County,860
42337,Drakesboro,KY,Muhlenberg County,1490
42338,Dundee,KY,Ohio County,157
42339,Dunmor,KY,Muhlenberg County,780
42343,Fordsville,KY,Ohio County,1420
42344,Graham,KY,Muhlenberg County,690
42345,Greenville,KY,Muhlenberg County,8800
42347,Hartford,KY,Ohio County,5010
42348,Hawesville,KY,Hancock County,4230
42349,Horse Branch,KY,Ohio County,1040
42350,Island,KY,McLean County,1110
42351,Lewisport,KY,Hancock County,3560
42352,Livermore,KY,McLean County,1530
42354,Mc Henry,KY,Ohio County,260
42355,Maceo,KY,Daviess County,1560
42361,Olaton,KY,Ohio County,450
42366,Philpot,KY,Daviess County,5800
42367,Powderly,KY,Muhlenberg County,730
42368,Reynolds Station,KY,Hancock County,1140
42369,Rockport,KY,Ohio County,250
42371,Rumsey,KY,McLean County,380
42372,Sacramento,KY,McLean County,1410
42376,Utica,KY,Daviess County,6680
42378,Whitesville,KY,Daviess County,3120
42404,Clay,KY,Webster County,1830
42406,Corydon,KY,Henderson County,2390
42408,Dawson Springs,KY,Hopkins County,4410
42409,Dixon,KY,Webster County,1890
42410,Earlington,KY,Hopkins County,910
42411,Fredonia,KY,Caldwell County,1340
42413,Hanson,KY,Hopkins County,2730
42420,Henderson,KY,Henderson County,30660
42431,Madisonville,KY,Hopkins County,21480
42436,Manitou,KY,Hopkins County,1210
42437,Morganfield,KY,Union County,5800
42441,Nebo,KY,Hopkins County,1150
42442,Nortonville,KY,Hopkins County,2440
42445,Princeton,KY,Caldwell County,8920
42450,Providence,KY,Webster County,3050
42451,Reed,KY,Henderson County,580
42452,Robards,KY,Henderson County,2030
42453,Saint Charles,KY,Hopkins County,450
42455,Sebree,KY,Webster County,2860
42456,Slaughters,KY,Webster County,1450
42458,Spottsville,KY,Henderson County,790
42459,Sturgis,KY,Union County,3300
42461,Uniontown,KY,Union County,1110
42462,Waverly,KY,Union County,1100
42464,White Plains,KY,Hopkins County,1500
42501,Somerset,KY,Pulaski County,13080
42503,Somerset,KY,Pulaski County,20560
42516,Bethelridge,KY,Casey County,370
42518,Bronston,KY,Pulaski County,2340
42519,Burnside,KY,Pulaski County,2250
42528,Dunnville,KY,Casey County,1210
42533,Ferguson,KY,Pulaski County,660
42539,Liberty,KY,Casey County,8090
42541,Middleburg,KY,Casey County,450
42544,Nancy,KY,Pulaski County,4860
42553,Science Hill,KY,Pulaski County,4620
42565,Windsor,KY,Casey County,570
42566,Yosemite,KY,Casey County,490
42567,Eubank,KY,Pulaski County,4730
42602,Albany,KY,Clinton County,7130
42603,Alpha,KY,Wayne County,350
42629,Jamestown,KY,Russell County,3890
42633,Monticello,KY,Wayne County,14250
42634,Parkers Lake,KY,McCreary County,950
42635,Pine Knot,KY,McCreary County,2530
42642,Russell Springs,KY,Russell County,10620
42647,Stearns,KY,McCreary County,2630
42649,Strunk,KY,McCreary County,1220
42653,Whitley City,KY,McCreary County,3180
42701,Elizabethtown,KY,Hardin County,46070
42712,Big Clifty,KY,Grayson County,1520
42713,Bonnieville,KY,Hart County,1440
42715,Breeding,KY,Adair County,360
42716,Buffalo,KY,Larue County,1390
42717,Burkesville,KY,Cumberland County,5110
42718,Campbellsville,KY,Taylor County,20430
42721,Caneyville,KY,Grayson County,2920
42722,Canmer,KY,Hart County,690
42724,Cecilia,KY,Hardin County,4680
42726,Clarkson,KY,Grayson County,4140
42728,Columbia,KY,Adair County,12530
42729,Cub Run,KY,Hart County,1370
42732,Eastview,KY,Hardin County,1590
42733,Elk Horn,KY,Taylor County,1240
42740,Glendale,KY,Hardin County,1550
42741,Glens Fork,KY,Adair County,240
42742,Gradyville,KY,Adair County,79
42743,Greensburg,KY,Green County,7070
42746,Hardyville,KY,Hart County,1670
42748,Hodgenville,KY,Larue County,7670
42749,Horse Cave,KY,Hart County,4150
42753,Knifley,KY,Adair County,480
42754,Leitchfield,KY,Grayson County,12340
