zip,city,state,county,population
03448,Gilsum,NH,Cheshire County,720
03449,Hancock,NH,Hillsborough County,1690
03450,Harrisville,NH,Cheshire County,950
03451,Hinsdale,NH,Cheshire County,3430
03452,Jaffrey,NH,Cheshire County,5030
03455,Marlborough,NH,Cheshire County,1970
03456,Marlow,NH,Cheshire County,750
03457,Nelson,NH,Cheshire County,720
03458,Peterborough,NH,Hillsborough County,6310
03461,Rindge,NH,Cheshire County,5460
03462,Spofford,NH,Cheshire County,1610
03464,Stoddard,NH,Cheshire County,1110
03465,Troy,NH,Cheshire County,1890
03466,West Chesterfield,NH,Cheshire County,1230
03467,Westmoreland,NH,Cheshire County,1520
03470,Winchester,NH,Cheshire County,4190
03561,Littleton,NH,Grafton County,5620
03570,Berlin,NH,Coos County,6530
03574,Bethlehem,NH,Grafton County,2410
03576,Colebrook,NH,Coos County,2450
03579,Errol,NH,Coos County,330
03580,Franconia,NH,Grafton County,1380
03581,Gorham,NH,Coos County,2810
03582,Groveton,NH,Coos County,2050
03583,Jefferson,NH,Coos County,990
03584,Lancaster,NH,Coos County,3120
03585,Lisbon,NH,Grafton County,2380
03586,Sugar Hill,NH,Grafton County,510
03588,Milan,NH,Coos County,1460
03590,North Stratford,NH,Coos County,740
03592,Pittsburg,NH,Coos County,1000
03593,Randolph,NH,Coos County,320
03598,Whitefield,NH,Coos County,3090
03601,Acworth,NH,Sullivan County,490
03602,Alstead,NH,Cheshire County,2370
03603,Charlestown,NH,Sullivan County,4580
03605,Lempster,NH,Sullivan County,940
03607,South Acworth,NH,Sullivan County,220
03608,Walpole,NH,Cheshire County,2620
03609,North Walpole,NH,Cheshire County,680
03740,Bath,NH,Grafton County,990
03741,Canaan,NH,Grafton County,3690
03743,Claremont,NH,Sullivan County,11110
03745,Cornish,NH,Sullivan County,1230
03748,Enfield,NH,Grafton County,4210
03750,Etna,NH,Grafton County,1110
03752,Goshen,NH,Sullivan County,810
03753,Grantham,NH,Sullivan County,3710
03755,Hanover,NH,Grafton County,6150
03756,Lebanon,NH,Grafton County,0
03765,Haverhill,NH,Grafton County,460
03766,Lebanon,NH,Grafton County,8850
03768,Lyme,NH,Grafton County,1620
03770,Meriden,NH,Sullivan County,660
03771,Monroe,NH,Grafton County,790
03773,Newport,NH,Sullivan County,6710
03774,North Haverhill,NH,Grafton County,1620
03777,Orford,NH,Grafton County,1150
03779,Piermont,NH,Grafton County,710
03780,Pike,NH,Grafton County,410
03781,Plainfield,NH,Sullivan County,1640
03782,Sunapee,NH,Sullivan County,2940
03784,West Lebanon,NH,Grafton County,3720
03785,Woodsville,NH,Grafton County,1840
03801,Portsmouth,NH,Rockingham County,20680
03809,Alton,NH,Belknap County,3760
03810,Alton Bay,NH,Belknap County,1870
03811,Atkinson,NH,Rockingham County,7270
03812,Bartlett,NH,Carroll County,540
03813,Center Conway,NH,Carroll County,3030
03814,Center Ossipee,NH,Carroll County,2190
03816,Center Tuftonboro,NH,Carroll County,1190
03817,Chocorua,NH,Carroll County,540
03818,Conway,NH,Carroll County,3590
03819,Danville,NH,Rockingham County,4260
03820,Dover,NH,Strafford County,28400
03823,Madbury,NH,Strafford County,1900
03824,Durham,NH,Strafford County,6320
03825,Barrington,NH,Strafford County,9260
03826,East Hampstead,NH,Rockingham County,2690
03827,East Kingston,NH,Rockingham County,3170
03830,East Wakefield,NH,Carroll County,1580
03833,Exeter,NH,Rockingham County,21490
03835,Farmington,NH,Strafford County,6090
03836,Freedom,NH,Carroll County,1440
03837,Gilmanton Iron Works,NH,Belknap County,1330
03838,Glen,NH,Carroll County,1320
03839,Rochester,NH,Strafford County,3920
03840,Greenland,NH,Rockingham County,4130
03841,Hampstead,NH,Rockingham County,6370
03842,Hampton,NH,Rockingham County,15030
03844,Hampton Falls,NH,Rockingham County,2410
03845,Intervale,NH,Carroll County,1160
03846,Jackson,NH,Carroll County,930
03848,Kingston,NH,Rockingham County,5760
03849,Madison,NH,Carroll County,1320
03851,Milton,NH,Strafford County,3800
03852,Milton Mills,NH,Strafford County,580
03853,Mirror Lake,NH,Carroll County,630
03855,New Durham,NH,Strafford County,2730
03856,Newfields,NH,Rockingham County,1820
03857,Newmarket,NH,Rockingham County,8470
03858,Newton,NH,Rockingham County,4550
03860,North Conway,NH,Carroll County,3770
03861,Lee,NH,Strafford County,4330
03862,North Hampton,NH,Rockingham County,4610
03864,Ossipee,NH,Carroll County,1670
03865,Plaistow,NH,Rockingham County,7510
03867,Rochester,NH,Strafford County,18930
03868,Rochester,NH,Strafford County,5400
03869,Rollinsford,NH,Strafford County,2410
03870,Rye,NH,Rockingham County,5050
03872,Sanbornville,NH,Carroll County,4010
03873,Sandown,NH,Rockingham County,6400
03874,Seabrook,NH,Rockingham County,8040
03875,Silver Lake,NH,Carroll County,850
03878,Somersworth,NH,Strafford County,10960
03882,Effingham,NH,Carroll County,1350
03883,South Tamworth,NH,Carroll County,200
03884,Strafford,NH,Strafford County,4060
03885,Stratham,NH,Rockingham County,7950
03886,Tamworth,NH,Carroll County,1550
03887,Union,NH,Strafford County,2090
03890,West Ossipee,NH,Carroll County,680
03894,Wolfeboro,NH,Carroll County,5730
03897,Wonalancet,NH,Carroll County,56
03901,Berwick,ME,York County,7480
03902,Cape Neddick,ME,York County,2460
03903,Eliot,ME,York County,6450
03904,Kittery,ME,York County,7340
03905,Kittery Point,ME,York County,1730
03906,North Berwick,ME,York County,4880
03907,Ogunquit,ME,York County,1530
03908,South Berwick,ME,York County,7110
03909,York,ME,York County,9630
04001,Acton,ME,York County,2450
04002,Alfred,ME,York County,7290
04003,Bailey Island,ME,Cumberland County,310
04005,Biddeford,ME,York County,19910
04008,Bowdoinham,ME,Sagadahoc County,2960
04009,Bridgton,ME,Cumberland County,4700
04010,Brownfield,ME,Oxford County,1510
04011,Brunswick,ME,Cumberland County,18580
04013,Bustins Island,ME,Cumberland County,0
04015,Casco,ME,Cumberland County,3120
04017,Chebeague Island,ME,Cumberland County,380
04020,Cornish,ME,York County,1460
04021,Cumberland Center,ME,Cumberland County,6920
04022,Denmark,ME,Oxford County,1130
04024,East Baldwin,ME,Cumberland County,570
04027,Lebanon,ME,York County,5750
04029,Sebago,ME,Cumberland County,1820
04030,East Waterboro,ME,York County,2080
04032,Freeport,ME,Cumberland County,8030
04037,Fryeburg,ME,Oxford County,3420
04038,Gorham,ME,Cumberland County,16550
04039,Gray,ME,Cumberland County,7870
04040,Harrison,ME,Cumberland County,2730
04041,Hiram,ME,Oxford County,1440
04042,Hollis Center,ME,York County,4570
04043,Kennebunk,ME,York County,11160
04046,Kennebunkport,ME,York County,7520
04047,Parsonsfield,ME,York County,1870
04048,Limerick,ME,York County,3090
04049,Limington,ME,York County,3630
04050,Long Island,ME,Cumberland County,190
04051,Lovell,ME,Oxford County,970
04055,Naples,ME,Cumberland County,3800
04061,North Waterboro,ME,York County,3300
04062,Windham,ME,Cumberland County,17930
04064,Old Orchard Beach,ME,York County,7890
04066,Orrs Island,ME,Cumberland County,580
04068,Porter,ME,Oxford County,1230
04069,Pownal,ME,Cumberland County,1590
04071,Raymond,ME,Cumberland County,4780
04072,Saco,ME,York County,19080
04073,Sanford,ME,York County,15050
04074,Scarborough,ME,Cumberland County,21170
04076,Shapleigh,ME,York County,2660
04079,Harpswell,ME,Cumberland County,3710
04083,Springvale,ME,York County,4240
04084,Standish,ME,Cumberland County,7380
04085,Steep Falls,ME,Cumberland County,1830
04086,Topsham,ME,Sagadahoc County,9120
04087,Waterboro,ME,York County,2400
04088,Waterford,ME,Oxford County,1290
04090,Wells,ME,York County,11260
04091,West Baldwin,ME,Cumberland County,890
04092,Westbrook,ME,Cumberland County,17210
04093,Buxton,ME,York County,7560
04095,West Newfield,ME,York County,1330
04096,Yarmouth,ME,Cumberland County,8810
04097,North Yarmouth,ME,Cumberland County,4250
04101,Portland,ME,Cumberland County,13410
04102,Portland,ME,Cumberland County,14150
04103,Portland,ME,Cumberland County,26420
04105,Falmouth,ME,Cumberland County,12460
04106,South Portland,ME,Cumberland County,23430
04107,Cape Elizabeth,ME,Cumberland County,9260
04108,Peaks Island,ME,Cumberland County,890
04109,Portland,ME,Cumberland County,55
04110,Cumberland Foreside,ME,Cumberland County,1680
04210,Auburn,ME,Androscoggin County,19210
04216,Andover,ME,Oxford County,560
04217,Bethel,ME,Oxford County,3120
04219,Bryant Pond,ME,Oxford County,1360
04220,Buckfield,ME,Oxford County,2870
04221,Canton,ME,Oxford County,790
04222,Durham,ME,Androscoggin County,4130
04224,Dixfield,ME,Oxford County,2300
04226,East Andover,ME,Oxford County,179
04231,Stoneham,ME,Oxford County,250
04236,Greene,ME,Androscoggin County,3990
04237,Hanover,ME,Oxford County,270
04238,Hebron,ME,Oxford County,1180
04239,Jay,ME,Franklin County,4060
04240,Lewiston,ME,Androscoggin County,28130
04250,Lisbon,ME,Androscoggin County,4090
04252,Lisbon Falls,ME,Androscoggin County,4380
04253,Livermore,ME,Androscoggin County,1970
04254,Livermore Falls,ME,Androscoggin County,2510
04255,Greenwood,ME,Oxford County,710
04256,Mechanic Falls,ME,Androscoggin County,2730
04257,Mexico,ME,Oxford County,2050
04258,Minot,ME,Androscoggin County,2730
04259,Monmouth,ME,Kennebec County,2930
04260,New Gloucester,ME,Cumberland County,5490
04261,Newry,ME,Oxford County,460
04263,Leeds,ME,Androscoggin County,2040
04265,North Monmouth,ME,Kennebec County,800
04268,Norway,ME,Oxford County,4460
04270,Oxford,ME,Oxford County,5580
04274,Poland,ME,Androscoggin County,5120
04275,Roxbury,ME,Oxford County,430
04276,Rumford,ME,Oxford County,4400
04280,Sabattus,ME,Androscoggin County,6310
04281,South Paris,ME,Oxford County,4380
04282,Turner,ME,Androscoggin County,5450
04284,Wayne,ME,Kennebec County,1130
04285,Weld,ME,Franklin County,350
04287,Bowdoin,ME,Sagadahoc County,2850
04289,West Paris,ME,Oxford County,1530
04290,Peru,ME,Oxford County,1360
04292,Sumner,ME,Oxford County,860
04294,Wilton,ME,Franklin County,3080
04330,Augusta,ME,Kennebec County,21990
04342,Dresden,ME,Lincoln County,1570
04344,Farmingdale,ME,Kennebec County,2640
04345,Gardiner,ME,Kennebec County,11050
04346,Randolph,ME,Kennebec County,1460
04347,Hallowell,ME,Kennebec County,2340
04348,Jefferson,ME,Lincoln County,3050
04349,Kents Hill,ME,Kennebec County,1290
04350,Litchfield,ME,Kennebec County,3350
04351,Manchester,ME,Kennebec County,2550
04352,Mount Vernon,ME,Kennebec County,1560
04353,Whitefield,ME,Lincoln County,2100
04354,Palermo,ME,Waldo County,1490
04355,Readfield,ME,Kennebec County,2510
04357,Richmond,ME,Sagadahoc County,3250
04358,South China,ME,Kennebec County,3870
04360,Vienna,ME,Kennebec County,590
04363,Windsor,ME,Kennebec County,2420
04364,Winthrop,ME,Kennebec County,5520
04401,Bangor,ME,Penobscot County,36100
04406,Abbot,ME,Piscataquis County,600
04408,Aurora,ME,Hancock County,180
04410,Bradford,ME,Penobscot County,1050
04411,Bradley,ME,Penobscot County,1400
04412,Brewer,ME,Penobscot County,8330
04413,Brookton,ME,Washington County,192
04414,Brownville,ME,Piscataquis County,1130
04416,Bucksport,ME,Hancock County,4900
04417,Burlington,ME,Penobscot County,360
04418,Greenbush,ME,Penobscot County,1330
04419,Carmel,ME,Penobscot County,2750
04421,Castine,ME,Hancock County,600
04422,Charleston,ME,Penobscot County,1040
04424,Danforth,ME,Washington County,720
04426,Dover Foxcroft,ME,Piscataquis County,4000
04427,Corinth,ME,Penobscot County,2760
04428,Eddington,ME,Penobscot County,2790
04429,Holden,ME,Penobscot County,4710
04430,East Millinocket,ME,Penobscot County,1200
04434,Etna,ME,Penobscot County,1090
04435,Exeter,ME,Penobscot County,800
04438,Frankfort,ME,Waldo County,1080
04441,Greenville,ME,Piscataquis County,1220
04442,Greenville Junction,ME,Piscataquis County,509
04443,Guilford,ME,Piscataquis County,1890
04444,Hampden,ME,Penobscot County,9050
04448,Howland,ME,Penobscot County,1090
04449,Hudson,ME,Penobscot County,1210
04450,Kenduskeag,ME,Penobscot County,1230
04451,Kingman,ME,Penobscot County,256
04453,Lagrange,ME,Penobscot County,620
04455,Lee,ME,Penobscot County,820
04456,Levant,ME,Penobscot County,2850
04457,Lincoln,ME,Penobscot County,5030
04459,Mattawamkeag,ME,Penobscot County,530
04460,Medway,ME,Penobscot County,1010
04461,Milford,ME,Penobscot County,2670
04462,Millinocket,ME,Penobscot County,3480
04463,Milo,ME,Piscataquis County,2300
04464,Monson,ME,Piscataquis County,520
04468,Old Town,ME,Penobscot County,7220
04471,Orient,ME,Aroostook County,460
04472,Orland,ME,Hancock County,1860
04473,Orono,ME,Penobscot County,4450
04474,Orrington,ME,Penobscot County,3730
04475,Passadumkeag,ME,Penobscot County,300
04476,Penobscot,ME,Hancock County,1030
04478,Rockwood,ME,Somerset County,300
04479,Sangerville,ME,Piscataquis County,1060
04481,Sebec,ME,Piscataquis County,570
04487,Springfield,ME,Penobscot County,620
04488,Stetson,ME,Penobscot County,1070
04490,Topsfield,ME,Washington County,210
04492,Waite,ME,Washington County,141
04493,West Enfield,ME,Penobscot County,1610
04495,Winn,ME,Penobscot County,330
04496,Winterport,ME,Waldo County,3480
04497,Wytopitlock,ME,Aroostook County,250
04530,Bath,ME,Sagadahoc County,9890
04535,Alna,ME,Lincoln County,730
04537,Boothbay,ME,Lincoln County,1900
04538,Boothbay Harbor,ME,Lincoln County,1650
04539,Bristol,ME,Lincoln County,1110
04541,Chamberlain,ME,Lincoln County,75
04543,Damariscotta,ME,Lincoln County,2090
04544,East Boothbay,ME,Lincoln County,700
04547,Friendship,ME,Knox County,1090
04548,Georgetown,ME,Sagadahoc County,1060
04549,Isle Of Springs,ME,Lincoln County,0
04551,Bremen,ME,Lincoln County,720
04553,Newcastle,ME,Lincoln County,1940
04554,New Harbor,ME,Lincoln County,710
04555,Nobleboro,ME,Lincoln County,1730
04556,Edgecomb,ME,Lincoln County,1180
04558,Pemaquid,ME,Lincoln County,280
04562,Phippsburg,ME,Sagadahoc County,1950
04563,Cushing,ME,Knox County,1370
04564,Round Pond,ME,Lincoln County,470
04568,South Bristol,ME,Lincoln County,400
04571,Trevett,ME,Lincoln County,270
04572,Waldoboro,ME,Lincoln County,4700
04573,Walpole,ME,Lincoln County,430
04574,Washington,ME,Knox County,1390
04576,Southport,ME,Lincoln County,590
04578,Wiscasset,ME,Lincoln County,4030
04579,Woolwich,ME,Sagadahoc County,2980
04605,Ellsworth,ME,Hancock County,12280
04606,Addison,ME,Washington County,970
04607,Gouldsboro,ME,Hancock County,920
04609,Bar Harbor,ME,Hancock County,4440
04612,Bernard,ME,Hancock County,450
04613,Birch Harbor,ME,Hancock County,200
04614,Blue Hill,ME,Hancock County,2800
04616,Brooklin,ME,Hancock County,720
04617,Brooksville,ME,Hancock County,670
04619,Calais,ME,Washington County,2520
04622,Cherryfield,ME,Washington County,1010
04623,Columbia Falls,ME,Washington County,850
04624,Corea,ME,Hancock County,159
04626,Cutler,ME,Washington County,500
04627,Deer Isle,ME,Hancock County,1520
04628,Dennysville,ME,Washington County,490
04630,East Machias,ME,Washington County,1340
04631,Eastport,ME,Washington County,1000
04634,Franklin,ME,Hancock County,1670
04640,Hancock,ME,Hancock County,2160
04642,Harborside,ME,Hancock County,143
04643,Harrington,ME,Washington County,870
04648,Jonesboro,ME,Washington County,560
04649,Jonesport,ME,Washington County,980
04650,Little Deer Isle,ME,Hancock County,250
04652,Lubec,ME,Washington County,1280
04653,Bass Harbor,ME,Hancock County,500
04654,Machias,ME,Washington County,2640
04655,Machiasport,ME,Washington County,790
04657,Meddybemps,ME,Washington County,260
04658,Milbridge,ME,Washington County,1320
04660,Mount Desert,ME,Hancock County,1350
04664,Sullivan,ME,Hancock County,1040
04666,Pembroke,ME,Washington County,960
04667,Perry,ME,Washington County,1200
04668,Princeton,ME,Washington County,1400
04669,Prospect Harbor,ME,Hancock County,250
04671,Robbinston,ME,Washington County,490
04673,Sargentville,ME,Hancock County,107
04674,Seal Cove,ME,Hancock County,400
04676,Sedgwick,ME,Hancock County,930
04677,Sorrento,ME,Hancock County,240
04679,Southwest Harbor,ME,Hancock County,1650
04680,Steuben,ME,Washington County,1010
04681,Stonington,ME,Hancock County,920
04683,Sunset,ME,Hancock County,132
04684,Surry,ME,Hancock County,1460
04685,Swans Island,ME,Hancock County,320
04686,Wesley,ME,Washington County,108
04691,Whiting,ME,Washington County,390
04693,Winter Harbor,ME,Hancock County,370
04694,Baileyville,ME,Washington County,1880
04730,Houlton,ME,Aroostook County,7960
04732,Ashland,ME,Aroostook County,1350
04733,Benedicta,ME,Aroostook County,180
04735,Bridgewater,ME,Aroostook County,440
04736,Caribou,ME,Aroostook County,7480
04739,Eagle Lake,ME,Aroostook County,740
04740,Easton,ME,Aroostook County,1080
04742,Fort Fairfield,ME,Aroostook County,2800
04743,Fort Kent,ME,Aroostook County,3560
04745,Frenchville,ME,Aroostook County,900
04746,Grand Isle,ME,Aroostook County,310
04747,Island Falls,ME,Aroostook County,980
04750,Limestone,ME,Aroostook County,1440
04756,Madawaska,ME,Aroostook County,2480
04757,Mapleton,ME,Aroostook County,2470
04758,Mars Hill,ME,Aroostook County,1180
04760,Monticello,ME,Aroostook County,650
04761,New Limerick,ME,Aroostook County,450
04762,New Sweden,ME,Aroostook County,510
04763,Oakfield,ME,Aroostook County,600
04764,Oxbow,ME,Aroostook County,56
04765,Patten,ME,Penobscot County,890
04766,Perham,ME,Aroostook County,330
04768,Portage,ME,Aroostook County,320
04769,Presque Isle,ME,Aroostook County,7500
04772,Saint Agatha,ME,Aroostook County,610
04773,Saint David,ME,Aroostook County,630
04774,Saint Francis,ME,Aroostook County,460
04776,Sherman,ME,Aroostook County,640
04777,Stacyville,ME,Penobscot County,280
04779,Sinclair,ME,Aroostook County,360
04780,Smyrna Mills,ME,Aroostook County,610
04781,Wallagrass,ME,Aroostook County,500
04783,Stockholm,ME,Aroostook County,410
04785,Van Buren,ME,Aroostook County,1700
04786,Washburn,ME,Aroostook County,1480
04787,Westfield,ME,Aroostook County,390
04841,Rockland,ME,Knox County,5730
04843,Camden,ME,Knox County,4510
04847,Hope,ME,Knox County,1480
04848,Islesboro,ME,Waldo County,550
04849,Lincolnville,ME,Waldo County,3630
04853,North Haven,ME,Knox County,370
04854,Owls Head,ME,Knox County,1360
04856,Rockport,ME,Knox County,3540
04858,South Thomaston,ME,Knox County,1330
04859,Spruce Head,ME,Knox County,670
04860,Tenants Harbor,ME,Knox County,1450
04861,Thomaston,ME,Knox County,2390
